As_of_Year,Respondent_ID,Agency_Code,Respondent_Name_TS,Respondent_City_TS,Respondent_State_TS,Respondent_ZIP_Code,Parent_Name_TS,Parent_City_TS,Parent_State_TS,Parent_ZIP_Code,Assets_000_Panel
2014,0000029069,3,MONARCH COMMUNITY BANK,COLDWATER,MI,49036,,,,,169128
2014,0000029121,3,UNION SAVINGS BANK,FREEPORT,IL,61032,,,,,164232
2014,0000029141,3,WELLS FEDERAL BANK,WELLS,MN,56097,,,,,243660
2014,0000029143,3,SYSTEMATIC SAVINGS BANK,SPRINGFIELD,MO,65806,,,,,39821
2014,0000029147,3,NORTHEAST COMMUNUNITY BANK,WHITE PLAINS,NY,10601,NORTHEAST COMMUNITY BANK,WHITE PLAINS,NY,10601,447801
2014,0000029170,3,UNITED ROOSEVELT SAVINGS BANK,CARTERET,NJ,07008,,,,,91390
2014,0000029209,3,NEXBANK SSB,DALLAS,TX,75201,,,,,1269690
2014,0000029281,3,WASHINGTON SAVINGS BANK,PHILADELPHIA,PA,19154,,,,,165332
2014,0000029332,3,FIRST SOUTHERN BANK,FLORENCE,AL,35630,FIRST SOUTHERN BANCSHARES INC,FLORENCE,AL,35630,194698
2014,0000029471,3,ARMSTRONG CO. BLDG & LOAN ASSO,FORD CITY,PA,16226,,,,,90682
2014,0000029520,3,WASHINGTON FINANCIAL BANK,WASHINGTON,PA,15301,,,,,989045
2014,0000029523,3,PEOPLES BANK,MUNSTER,IN,46321,NORTHWEST INDIANA BANCORP,MUNSTER,IN,46321,693344
2014,0000029546,3,GREAT SOUTHERN BANK,SPRINGFIELD,MO,65802,"GREAT SOUTHERN BANCORP, INC",REEDS SPRING,MO,65737,3556442
2014,0000029548,3,PINNACLE BANK,JASPER,AL,35502-1388,PINNACLEBANCSHARES INC,JASPER,AL,35501,220220
2014,0000029657,3,"GREAT MIDWEST BANK, SSB",BROOKFIELD,WI,53005,,,,,499650
2014,0000029663,3,ASHEVILLE SAVINGS BANK SSB,ASHEVILLE,NC,28802-0652,,,,,723684
2014,0000029690,3,FIRST FEDERAL SAVINGS BANK,HUNTINGTON,IN,46750,,,,,268503
2014,0000029731,3,THE SOUTHERN BANK COMPANY,GADSDEN,AL,35902,,,,,94391
2014,0000029745,3,MARATHON SAVINGS BANK,WAUSAU,WI,54403,,,,,169634
2014,0000029771,3,"KS BANK, INC.",SMITHFIELD,NC,27577,,,,,305279
2014,0000029786,3,FIRST BANK & TRUST SB,PARIS,IL,61944,FIRSTBANCTRUST CORPORATION,PARIS,IL,61944,406908
2014,0000029800,3,LISLE SAVINGS BANK,LISLE,IL,60532,,,,,530301
2014,0000029809,3,FIRST SAVINGS BK OF HEGEWISCH,CHICAGO,IL,60633,,,,,564530
2014,0000029829,3,MBL BANK,MINDEN,LA,71055-2900,,,,,288875
2014,0000029831,3,HIBERNIA BANK,NEW ORLEANS,LA,70130,,,,,106210
2014,0000029842,3,COMMONWEALTH COOPERATIVE BANK,HYDE PARK,MA,02136,,,,,170830
2014,0000029847,3,WAYNE SAVINGS COMMUNITY BANK,WOOSTER,OH,44691,,,,,410628
2014,0000029875,3,NVE BANK,ENGLEWOOD,NJ,07631,,,,,685547
2014,0000029878,3,AMERICAN COMMUNITY BANK OF IND,MUNSTER,IN,46321,AMB FINANCIAL,MUNSTER,IN,46321,174073
2014,0000029882,3,ALLIANCE BANK,BROOMALL,PA,19008,,,,,425415
2014,0000029930,3,MIDSTATE COMMUNITY BANK,BALTIMORE,MD,21212,,,,,177123
2014,0000029941,3,BOGOTA SAVINGS BANK,BOGOTA,NJ,07603,,,,,503917
2014,0000029986,3,GUARDIAN SAVINGS BANK,GRANITE CITY,IL,62040,,,,,37895
2014,0000030011,3,PRUDENTIAL SAVINGS BANK,PHILADELPHIA,PA,19145-4725,,,,,524570
2014,0000030022,3,MILLINGTON SAVINGS BANK,MILLINGTON,NJ,07946,,,,,347200
2014,0000030039,3,HAVEN SAVINGS BANK,HOBOKEN,NJ,07030,,,,,845860
2014,0000030052,3,BOILING SPRINGS SAVINGS BANK,RUTHERFORD,NJ,07070,,,,,1393745
2014,0000030056,3,FAIRPORT SAVINGS BANK,FAIRPORT,NY,14450,,,,,234295
2014,0000030072,3,SCHUYLER SAVINGS BANK,KEARNY,NJ,07032,,,,,112764
2014,0000030076,3,SPENCER SAVINGS BANK SLA,ELMWOOD PARK,NJ,07407,,,,,1972383
2014,0000030085,3,COATESVILLE SAVINGS BANK,COATESVILLE,PA,19320,,,,,199176
2014,0000030090,3,HERITAGE BANK,HOPKINSVILLE,KY,42241,,,,,967372
2014,0000030099,3,METUCHEN SAVINGS BANK,METUCHEN,NJ,08840,,,,,261119
2014,0000030103,3,MONROE SAVINGS BANK,WILLIAMSTOWN,NJ,08094,,,,,91937
2014,0000030117,3,RELIANCE SAVINGS BANK,ALTOONA,PA,16601,RELIANCE BANCORP INC.,ALTOONA,PA,16601,395870
2014,0000030119,3,C&G SAVINGS BANK,ALTOONA,PA,16601,,,,,126452
2014,0000030121,3,INVESTMENT SAVINGS BANK,ALTOONA,PA,16602,,,,,111874
2014,0000030128,3,BOONVILLE FEDERAL SAVINGS BANK,BOONVILLE,IN,47601,,,,,40189
2014,0000030154,3,SEWICKLEY SAVINGS BANK,SEWICKLEY,PA,15143,,,,,321401
2014,0000030183,3,MILLVILLE S&LA,MILLVILLE,NJ,08332-0190,,,,,150103
2014,0000030219,3,HOMETOWN BANK,KENT,OH,44240,,,,,164618
2014,0000030248,3,HOME SAVINGS BANK,MADISON,WI,53703,HOME BANCORP WISCONSIN INC,MADISON,WI,53704,114665
2014,0000030260,3,CROSS COUNTY SAVINGS BANK,MIDDLE VILLAGE,NY,11379,,,,,400269
2014,0000030270,3,CITIZENS SAVINGS BANK,BOGALUSA,LA,70427,,,,,206700
2014,0000030313,3,EAST WISCONSIN SAVINGS BANK SA,KAUKAUNA,WI,54130,,,,,234987
2014,0000030332,3,ABBEVILLE BUILDING & LOAN,ABBEVILLE,LA,70510,,,,,55861
2014,0000030364,3,FIRST HOME BANK,MOUNTAIN GROVE,MO,65711,,,,,188070
2014,0000030367,3,1ST BANK OF SEA ISLE CITY,SEA ISLE CITY,NJ,08243,,,,,233963
2014,0000030401,3,FIRST SAVINGS BANK OF PERKASIE,PERKASIE,PA,18944-0176,,,,,935487
2014,0000030428,3,CENTURY SAVINGS BANK,VINELAND,NJ,08360,,,,,433127
2014,0000030431,3,SLOVAK SAVINGS BANK,PITTSBURGH,PA,15212,,,,,108388
2014,0000030434,3,"MORGANTON SAVINGS BANK, SSB",MORGANTON,NC,28680-1509,,,,,81020
2014,0000030439,3,EAGLE SAVINGS BANK,CINCINNATI,OH,45248,,,,,107913
2014,0000030447,3,RAYNE BUILDING & LOAN ASSN,RAYNE,LA,70578,,,,,65383
2014,0000030464,3,HUNTINGDON VALLEY BANK,WARMINSTER,PA,18974,,,,,164657
2014,0000030470,3,MANASQUAN SAVINGS BANK,WALL TOWNSHIP,NJ,08736-1051,,,,,868988
2014,0000030544,3,MARQUETTE SAVINGS BANK,ERIE,PA,16501,,,,,797527
2014,0000030547,3,MEDINA SAVINGS AND LOAN ASSOCI,MEDINA,NY,14103,,,,,44855
2014,0000030637,3,GREENVILLE SAVINGS BANK,GREENVILLE,PA,16125,,,,,237665
2014,0000030688,3,PEOPLES FIRST SAVINGS BANK,MASON,OH,45040,,,,,57664
2014,0000030698,3,FIRST ADVANTAGE BANK,CLARKSVILLE,TN,37041,,,,,407664
2014,0000030704,3,MAGYAR BANK,NEW BRUNSWICK,NJ,08901,,,,,536569
2014,0000030707,3,EQUITABLE SAVINGS & LOAN ASSOC,STERLING,CO,80751,,,,,174734
2014,0000030744,3,BELPRE SAVINGS BANK,BELPRE,OH,45714,,,,,52918
2014,0000030788,3,GLACIER BANK,KALISPELL,MT,59901,GLACIER BANCORP,KALISPELL,MT,59901,7871150
2014,0000030819,3,MARION COUNTY SAVINGS BANK,SALEM,IL,62881-1571,,,,,153435
2014,0000030846,3,HERITAGE BANK,JONESBORO,GA,30236,,,,,369581
2014,0000030864,3,MCHENRY SAVINGS BANK,MCHENRY,IL,60050,,,,,252671
2014,0000030927,3,"LAKE FEDERAL BANK, FSB",HAMMOND,IN,46323,,,,,67802
2014,0000030954,3,FIDELITY S & LA OF BUCKS CTY,BRISTOL,PA,19007,,,,,107795
2014,0000030987,3,SPRATT SAVINGS AND LOAN,CHESTER,SC,29706,,,,,104706
2014,0000031004,3,TWIN OAKS SAVINGS BANK,MARSEILLES,IL,61341,,,,,67878
2014,0000031043,3,"INTERSTATE BANK, SSB",AMARILLO,TX,79119,"ISB HOLDINGS, INC.",PERRYTON,TX,79070,185562
2014,0000031084,3,FIRST SOUTH BANK,WASHINGTON,NC,27889,,,,,673858
2014,0000031100,3,SECURITY FEDERAL BANK,AIKEN,SC,29803,SECURITY FEDERAL CORPORATION,AIKEN,SC,29802,848991
2014,0000031158,3,FIRST SOUTHERN BANK,COLUMBIA,MS,39429,,,,,191454
2014,0000031236,3,HOME FEDERAL BANK,MIDDLESBORO,KY,40965,HFB FINANCIAL CORPORATION,MIDDLESBORO,KY,40965,334742
2014,0000031286,3,1ST MARINER BANK,BALTIMORE,MD,21224,,,,,1014796
2014,0000031381,3,SECURITY FEDERAL BANK,ELIZABETHTON,TN,37643,,,,,56186
2014,0000031445,3,MACON BANK,FRANKLIN,NC,28734,,,,,783997
2014,0000031461,3,HARLEYSVILLE SAVINGS BANK,HARLEYSVILLE,PA,19438,,,,,816191
2014,0000031469,3,ORIENTAL BANK,SAN JUAN,PR,00919-5115,OFG BANCORP,SAN JUAN,PR,00919,8100165
2014,0000031762,3,GREATER STATE BANK,FALFURRIAS,TX,78355,,,,,61762
2014,0000031900,3,"CITIZENS BUILDING & LOAN, SSB",GREER,SC,29651,,,,,122256
2014,0000031905,3,"CYPRESS BANK, SSB",PITTSBURG,TX,75686,"CYPRESS BANCSHARES, INC.",PITTSBURG,TX,75686,175197
2014,0000031966,3,SECURITY FIRST BANK,CHEYENNE,WY,82001,,,,,63579
2014,0000032021,3,PROGRESSIVE SAVINGS BANK,JAMESTOWN,TN,38556,,,,,262642
2014,0000032084,3,GRAND SAVINGS BANK,GROVE,OK,74345,,,,,214442
2014,0000032102,3,DORAL BANK,SAN JUAN,PR,00918,,,,,7970729
2014,0000032173,3,VOYAGER BANK,EDEN PRAIRIE,MN,55344,,,,,336941
2014,0000032203,3,SUMMIT STATE BANK,SANTA ROSA,CA,95403,,,,,454075
2014,0000032287,3,GEAUGA SAVINGS BANK,NEWBURY,OH,44065,,,,,369296
2014,0000032293,3,MIAMI SAVINGS BANK,MIAMITOWN,OH,45041,,,,,113193
2014,0000032296,3,UNION SAVINGS BANK,CINCINNATI,OH,45249,,,,,2459127
2014,0000032327,3,ST CASIMIRS SAVINGS BANK,BALTIMORE,MD,21224,,,,,97849
2014,0000032348,3,"TAYLORSVILLE SAVINGS BANK, SSB",TAYLORSVILLE,NC,28681,,,,,89534
2014,0000032369,3,FAIRMOUNT BANK,BALTIMORE,MD,21237,,,,,75982
2014,0000032370,3,REGAL BANK & TRUST,OWINGS MILLS,MD,21117,"REGAL BANCORP, INC.",OWINGS MILLS,MD,21117,142977
2014,0000032393,3,CARROLL COMMUNITY BANK,SYKESVILLE,MD,21784,,,,,107713
2014,0000032487,3,1ST CAMERON STATE BANK,CAMERON,MO,64429,"C & M BANCSHARES, INC",CAMERON,MO,64429,51372
2014,0000032489,3,HOMESTREET BANK,SEATTLE,WA,98101-2326,,,,,3040697
2014,0000032532,3,SOUTH GEORGIA BANK,GLENNVILLE,GA,30427,,,,,125784
2014,0000032647,3,NORTHWEST BANK,SPENCER,IA,51301,,,,,1334434
2014,0000032718,3,HELM BANK USA,MIAMI,FL,33131,,,,,793220
2014,0000032737,3,DRUMMOND COMMUNITY BANK,CHIEFLAND,FL,32644-1039,DRUUMOND BANKING COMPANY,CHIEFLAND,FL,32644,363761
2014,0000032745,3,ROCKWOOD BANK,EUREKA,MO,63025,,,,,248282
2014,0000032773,3,EASTERN BANK,LYNN,MA,01901,,,,,8661730
2014,0000032779,3,BANK OF MARIN,NOVATO,CA,94947,BANK OF MARIN BANCORP,NOVATO,CA,94947,1804827
2014,0000032836,3,PRIME BANK,ORANGE,CT,06477,,,,,70560
2014,0000032838,3,COMMUNITY FIRST BANK,SENECA,SC,29678,COMMUNITY FIRST BANCORP,SENECA,SC,29678,379638
2014,0000032904,3,COUNTY FIRST BANK,LA PLATA,MD,20646,,,,,207922
2014,0000032908,3,TUSTIN COMMUNITY BANK,TUSTIN,CA,92780,SADDLEBACK BANCORP,TUSTIN,CA,92780,65422
2014,0000032968,3,COMMUNITY BANK & TRUST - AL,UNION SPRINGS,AL,36089,"COMMUNITY BANKSHARES, INC",LAGRANGE,GA,30241,69284
2014,0000032974,3,GULF COAST BANK AND TRUST,NEW ORLEANS,LA,70130-2997,,,,,982471
2014,0000033005,3,FIRST COLLINSVILLE BANK,COLLINSVILLE,IL,62234,,,,,664402
2014,0000033009,3,COUNTY BANK,REHOBOTH BEACH,DE,19971,CB FINANCIAL CORP,REHOBOTH BEACH,DE,19971,333079
2014,0000033010,3,FIRST PEOPLES BANK,PINE MOUNTAIN,GA,31822-1178,,,,,70048
2014,0000033022,3,THE BANK OF KENTUCKY,CRESTVIEW HILLS,KY,41017,,,,,1856362
2014,0000033026,3,SURETY BK,DELAND,FL,32720,,,,,99656
2014,0000033119,3,"HERITAGE BANK, INC.",BURLINGTON,KY,41005,HERITAGE BANCORP,BURLINGTON,KY,41005,494650
2014,0000033134,3,TALMER WEST BANK,ANN ARBOR,MI,48104,"TALMER BANCORP, INC.",TROY,MI,48084,567632
2014,0000033137,3,CORNERSTONE COMMUNITY BANK,GRAFTON,WI,53024,COMMUNITY BANCSHARES OF WI,GRAFTON,WI,53024,141087
2014,0000033183,3,SOUND BANKING COMPANY,LAKEWOOD,WA,98499,,,,,43857
2014,0000033188,3,SHINHAN BANK AMERICA,NEW YORK,NY,10001,,,,,985127
2014,0000033202,3,PREMIER BANK ROCHESTER,ROCHESTER,MN,55902,,,,,145269
2014,0000033204,3,PREMIER BANK MINNESOTA,FARIBAULT,MN,55021-5030,,,,,172327
2014,0000033216,3,NORTHRIM BANK,ANCHORAGE,AK,99503,NORTHRIM BANCORP INC,ANCHORAGE,AK,99503,1208114
2014,0000033405,3,FIRST BANK AND TRUST,NEW ORLEANS,LA,70112,FIRST TRUST CORPORATION,NEW ORLEANS,LA,70112,723477
2014,0000033440,3,CITIZENS FIRST BANK,THE VILLAGES,FL,32162,,,,,1575894
2014,0000033450,3,ARBOR BANK,NEBRASKA CITY,NE,68410,,,,,226545
2014,0000033458,3,MONONA STATE BANK,MONONA,WI,53716,,,,,376411
2014,0000033470,3,TODAY'S BANK,FAYETTEVILLE,AR,72702,MATHIAS BANCSHARES,FAYETTEVILLE,AR,72702,100700
2014,0000033492,3,CRESCENT BANK & TRUST,NEW ORLEANS,LA,70163,,,,,865540
2014,0000033503,3,UNITY BANK,CLINTON,NJ,08809,UNITY BANCORP INC.,CLINTON,NJ,08809,920480
2014,0000033508,3,MOHAVE STATE BANK,LAKE HAVASU CITY,AZ,86403-6549,STATE BANK CORP,LAKE HAVASU CITY,AZ,86403-6549,287857
2014,0000033510,3,EAST BOSTON SAVINGS BANK,PEABODY,MA,01960,"MERIDIAN INTERSTATE BANCORP,",EAST BOSTON,MA,02128,2679136
2014,0000033519,3,FIRST TUSKEGEE BANK,MONTGOMERY,AL,36104,BIRTHRIGHT INC,MONTGOMERY,AL,36104,58011
2014,0000033527,3,BANK OF NORTH CAROLINA,HIGH POINT,NC,27265,BONC BANCORP,HIGH POINT,NC,27265,3227841
2014,0000033533,3,FOUNDERS BANK & TRUST,GRAND RAPIDS,MI,49546,,,,,455975
2014,0000033539,3,PREFERRED BANK,LOS ANGELES,CA,90017,,,,,1769080
2014,0000033542,3,ROCK CANYON BANK,PROVO,UT,84604,,,,,198238
2014,0000033568,3,UNITED BANK OF PHILADELPHIA,PHILADELPHIA,PA,19102,,,,,60751
2014,0000033645,3,LEE BANK,LEE,MA,01238,,,,,280500
2014,0000033708,3,INTERNATIONAL BANK OF CHICAGO,CHICAGO,IL,60640,,,,,479602
2014,0000033753,3,CITIZENS COMMUNITY BANK,MASCOUTAH,IL,62258,,,,,308832
2014,0000033758,3,STARION FINANCIAL,MANDAN,ND,58554,,,,,961215
2014,0000033761,3,VILLAGE BANK,ST FRANCIS,MN,55070,VILLAGE BANCORP,BLAINE,MN,55434,165398
2014,0000033794,3,FIRST COMMUNITY BANK OF E TN,KINGSPORT,TN,37660,FIRST COMMUNITY CORP,ROGERSVILLE,TN,37857,180259
2014,0000033806,3,OPUS BANK,IRVINE,CA,92612-0000,,,,,3739457
2014,0000033823,3,CAPITAL COMMUNITY BANK,PROVO,UT,84604,,,,,145908
2014,0000033826,3,COLUMBIA STATE BANK,TACOMA,WA,98402-2156,COLUMBIA BANKING SYSTEM INC,TACOMA,WA,98402-2156,7158077
2014,0000033842,3,FIRST COMMUNITY BANK,ELGIN,IL,60123,,,,,174261
2014,0000033845,3,IDAHO INDEPENDENT BANK,COEUR D ALENE,ID,83814,,,,,469277
2014,0000033846,3,CITIZENS BANK OF NORTHERN KY,NEWPORT,KY,41071,FARMERS CAPITAL BANK CORP,FRANKFORT,KY,40602,252383
2014,0000033873,3,LIBERTY BANK,ALTON,IL,62002,,,,,289533
2014,0000033880,3,WISCONSIN RIVER BANK,SAUK CITY,WI,53583-0636,"COMMUNITY BUSINESS BANCSHARES,",SAUK CITY,WI,53583-0636,77357
2014,0000033938,3,CAPITOL CITY BANK & TRUST CO.,ATLANTA,GA,30310,,,,,286761
2014,0000033953,3,CMNTY BANK-WHEATON/GLEN ELLYN,GLEN ELLYN,IL,60187,,,,,349178
2014,0000033963,3,SOUTH CENTRAL BANK OF DAVIESS,OWENSBORO,KY,42303,SOUTH CENTRAL BANCSHARES OF KY,GLASGOW,KY,42141,200736
2014,0000033977,3,SOUTH CENTRAL BANK OF HARDIN,ELIZABETHTOWN,KY,42702,SOUTH CENTRAL BANCSHARES OF KY,GLASGOW,KY,42141,82588
2014,0000033978,3,MIDDLETON COMMUNITY BANK,MIDDLETON,WI,53562-1670,,,,,254372
2014,0000033999,3,SIMSBURY BANK & TRUST COMPANY,SIMSBURY,CT,06070,,,,,421757
2014,0000034010,3,EVERTRUST BANK,PASADENA,CA,91101,,,,,629726
2014,0000034023,3,TNBANK,OAK RIDGE,TN,37830,,,,,171993
2014,0000034038,3,PARK RIDGE COMMUNITY BANK,PARK RIDGE,IL,60068,,,,,275381
2014,0000034047,3,FIRST COMMUNITY BANK,LEXINGTON,SC,29072,FIRST COMMUNITY CORPORATION,LEXINGTON,SC,29072,632321
2014,0000034052,3,BAY BANK,GREEN BAY,WI,54313,,,,,83239
2014,0000034058,3,LUSITANIA SAVINGS BANK,NEWARK,NJ,07105,,,,,274815
2014,0000034072,3,HERITAGE BANK OF NEVADA,RENO,NV,89502,HERITAGE BANCORP,RENO,NV,89502,526209
2014,0000034074,3,CAPITOL BANK,MADISON,WI,53717,,,,,301818
2014,0000034076,3,ILLINOIS BANK & TRUST,ROCKFORD,IL,61114,"HEARTLAND FINANCIAL USA, INC",DUBUQUE,IA,52001,443114
2014,0000034087,3,LIBERTY BANK,SPRINGFIELD,MO,65810-2772,"LIBERTY BANCSHARES, INC.",SPRINGFIELD,MO,65810-2772,1071933
2014,0000034090,3,AMERICAN ENTERPRISE BANK,BUFFALO GROVE,IL,60089,"A.E. BANCORP, INC.",BUFFALO GROVE,IL,60089,233884
2014,0000034092,3,C1 BANK,ST PETERSBURG,FL,33701,"C1 FINANCIAL, INC.",ST. PETERSBURG,FL,33701,1323371
2014,0000034093,3,MBANK,GRESHAM,OR,97030,MERCHANTS BANCORP,GRESHAM,OR,97030,172991
2014,0000034101,3,RIDGESTONE BANK,BROOKFIELD,WI,53005,,,,,388729
2014,0000034102,3,SUMMIT COMMUNITY BANK,MOOREFIELD,WV,26836-0680,"SUMMIT FINANCIAL GROUP, INC",MOOREFIELD,WV,26836-0680,1378967
2014,0000034106,3,ALBINA COMMUNITY BANK,PORTLAND,OR,97212,ALBINA BANCORP,PORTLAND,OR,97212,133839
2014,0000034108,3,PAN AMERICAN BANK,MELROSE PARK,IL,60160,AMERICAN BANCORP OF ILLINOIS,MELROSE PARK,IL,60160,221768
2014,0000034116,3,FIRST BANK OF DALTON,DALTON,GA,30720,,,,,187617
2014,0000034119,3,CONCORD BANK,SAINT LOUIS,MO,63128,"CONCORD BANKSHARES, INC.",SAINT LOUIS,MO,63128,137089
2014,0000034120,3,BANK OF ANN ARBOR,ANN ARBOR,MI,48104,,,,,970068
2014,0000034121,3,"COMMUNITY BANK, COAST",GULFPORT,MS,39506,COMMUNITY BANCSHARES,BRANDON,MS,39042,617555
2014,0000034137,3,JEFFERSON FEDERAL BANK,MORRISTOWN,TN,37814,,,,,498045
2014,0000034138,3,GREATER COMMUNITY BANK,ROME,GA,30162-0529,,,,,119159
2014,0000034146,3,PEOPLES BANK OF SENECA,SENECA,MO,64865,,,,,109083
2014,0000034153,3,CENTRAL BANK OF JEFFERSON CTY,LOUISVILLE,KY,40220,CENTRAL BANCSHARES INC.,LEXINGTON,KY,40507,199342
2014,0000034156,3,VALLEY BUSINESS BANK,VISALIA,CA,93291,VALLEY COMMERCE BANCORP,VISALIA,CA,93291,364936
2014,0000034162,3,WEST POINTE BANK,OSHKOSH,WI,54902,,,,,288271
2014,0000034182,3,FIRST BANK OF MIAMI,MIAMI,FL,33134,FIRST BANK OF MIAMI SHARES INC,MIAMI,FL,33134,204436
2014,0000034186,3,VALLEY BANK AND TRUST,SCOTTSBLUFF,NE,69361,FIRST EXPRESS OF NEBRASKA,GERING,NE,69341,343928
2014,0000034210,3,COMMUNITY BANK OF THE BAY,OAKLAND,CA,94612-2106,,,,,174986
2014,0000034214,3,THE BANK OF WASHINGTON,LYNNWOOD,WA,98036,WASHINGTON BANCORP,LYNNWOOD,WA,98036,122394
2014,0000034220,3,COMMUNITY BANK CBD,DELAVAN,WI,53115,,,,,204752
2014,0000034222,3,FIRST SOUTH BANK,SPARTANBURG,SC,29304-1928,FIRST SOUTH BANCORP,SPARTANBURG,SC,29304-1928,291317
2014,0000034229,3,CITIZENS BANK OF FORSYTH CTY,CUMMING,GA,30040,,,,,223381
2014,0000034232,3,AMERICAN BANK OF COMMERCE,PROVO,UT,84604-4424,AMBANCORP,PROVO,UT,84604,64733
2014,0000034233,3,MARINE BANK & TRUST COMPANY,VERO BEACH,FL,32960,,,,,144971
2014,0000034240,3,WOLF RIVER COMMUNITY BANK,HORTONVILLE,WI,54944,,,,,138243
2014,0000034241,3,FIRST SENTRY BANK,HUNTINGTON,WV,25701,,,,,490157
2014,0000034245,3,ROCK BRANCH COMMUNITY BANK,NITRO,WV,25143,,,,,71093
2014,0000034249,3,COMMUNITY BANK,NEVADA,IA,50201,,,,,189309
2014,0000034253,3,SHORE COMMUNITY BANK,TOMS RIVER,NJ,08753,,,,,230169
2014,0000034254,3,PLANTERS BANK INC,HOPKINSVILLE,KY,42241,,,,,783821
2014,0000034259,3,CROWN BANK,ELIZABETH,NJ,07208,,,,,493101
2014,0000034289,3,SOUTHPORT BANK,KENOSHA,WI,53142,,,,,262076
2014,0000034311,3,CITIZENS FIRST BANK,WARTBURG,TN,37887,,,,,149582
2014,0000034325,3,CMNTY BK OAK PARK RIVER FOREST,OAK PARK,IL,60301-1101,OAK PARK RIVER FOR BANKSHARES,OAK PARK,IL,60301-1101,269249
2014,0000034328,3,CACHE BANK & TRUST,GREELEY,CO,80634,,,,,158611
2014,0000034332,3,OUACHITA INDEPENDENT BANK,MONROE,LA,71201,,,,,652679
2014,0000034334,3,AMERICAN METRO BANK,CHICAGO,IL,60640,"AMERICAN METRO BANCOPR, INC",CHICAGO,IL,60640,70501
2014,0000034348,3,CAROLINA BANK,GREENSBORO,NC,27401,,,,,661743
2014,0000034363,3,CORE BANK,OMAHA,NE,68144,,,,,356125
2014,0000034377,3,FIRST COMMERCIAL BANK,EDMOND,OK,73013,,,,,307305
2014,0000034384,3,PREMIER BANK,ROCK VALLEY,IA,51247,,,,,291245
2014,0000034386,3,SPRING VALLEY BANK,WYOMING,OH,45215,SPRING VALLEY ANK,WYOMING,OH,45215,75114
2014,0000034387,3,KEYSTONE COMMUNITY BANK,KALAMAZOO,MI,49007,FIRSBANK CORPORATION,ALMA,MI,48801,255269
2014,0000034393,3,1ST EQUITY BANK,SKOKIE,IL,60076,FIRST EQUITY CORP,SKOKIE,IL,60076,102001
2014,0000034397,3,BANK OF BOLIVAR,BOLIVAR,MO,65613,,,,,202830
2014,0000034401,3,FRONT RANGE BANK,LAKEWOOD,CO,80228,OMEGA CAPITAL CORP,LAKEWOOD,CO,80228,197327
2014,0000034409,3,THE BANK,JENNINGS,LA,70546,,,,,186582
2014,0000034427,3,CNLBANK,ORLANDO,FL,32801-4968,"CNLBANCSHARES, INC.",ORLANDO,FL,32801,1233579
2014,0000034432,3,KENTUCKY HOME BANK,BARDSTOWN,KY,40004,KENTUCKY HOME BANCSHARES,BARDSTOWN,KY,40004,109972
2014,0000034440,3,BALLY SAVINGS BANK,BALLY,PA,19503-0130,,,,,51243
2014,0000034443,3,PROVINCIAL BANK,LAKEVILLE,MN,55044,,,,,74609
2014,0000034445,3,SOUTHERN MISSOURI BANK OF MARS,MARSHFIELD,MO,65706,,,,,93826
2014,0000034460,3,COVENANT BANK,LEEDS,AL,35094,,,,,82414
2014,0000034468,3,TWO RIVERS BANK,BLAIR,NE,68008,ARLINGTON STATE BANC HOLDING,BLAIR,NE,68008,141234
2014,0000034517,3,PEOPLES BANK OF EAST TENNESSEE,MADISONVILLE,TN,37354-1573,,,,,219721
2014,0000034524,3,"FIRST SECURITY BANK, INC.",OWENSBORO,KY,42302-9968,FIRST SECURITY INC,OWENSBORO,KY,42301,477397
2014,0000034526,3,PRAIRIE COMMUNITY BANK,MARENGO,IL,60152,,,,,110499
2014,0000034533,3,FIRST COMMUNITY BANK,BATESVILLE,AR,72501,,,,,820926
2014,0000034566,3,ALLIANCE BANK,CAPE GIRARDEAU,MO,63702,,,,,157253
2014,0000034572,3,"KENTUCKY NEIGHBORHOOD BANK, IN",ELIZABETHTOWN,KY,42701,,,,,128709
2014,0000034573,3,THE FOOTHILLS BANK,YUMA,AZ,85367,,,,,283924
2014,0000034585,3,PACIFIC CREST SAVINGS BANK,LYNNWOOD,WA,98037,"PACIFIC CREST BANCORP, INC.",LYNNWOOD,WA,98037,167585
2014,0000034591,3,STAR BANK OF TEXAS,FORT WORTH,TX,76135,STAR BANK HOLDING COMPANY,FORT WORTH,TX,76108,146036
2014,0000034598,3,MERCANTILE BANK OF MICHIGAN,GRAND RAPIDS,MI,49504,,,,,1423946
2014,0000034603,3,"MVB BANK, INC.",BRIDGEPORT,WV,26330,MVB FINANCIAL CORP,FAIRMONT,WV,26554,976452
2014,0000034606,3,AMERICAN BANK OF OKLAHOMA,COLLINSVILLE,OK,74021,,,,,170693
2014,0000034607,3,FIRST INTERNET BANK OF INDIANA,INDIANAPOLIS,IN,46240,FIRST INTERNET BANCORP,INDIANAPOLIS,IN,46240,800870
2014,0000034611,3,COMMUNITY FIRST BANK,HARRISON,AR,72602,COMMUNITY FIRST BANCSHARES,HARRISON,AR,72602,461487
2014,0000034613,3,BUILDERS BANK,CHICAGO,IL,60601,,,,,242192
2014,0000034618,3,MACATAWA BANK,HOLLAND,MI,49422-3119,,,,,1513964
2014,0000034620,3,PLATINUM BANK,BRANDON,FL,33511,PLATINUM BANK HOLDING COMPANY,BRANDON,FL,33511,458457
